n_gold,is_multi,hr_baseline,hr_graph,mrr_baseline,mrr_graph,f1_baseline,f1_graph
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.5,0.5,0.18181818181818182,0.18181818181818182
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
2,True,1.0,1.0,0.16666666666666666,0.2,0.16666666666666669,0.16666666666666669
2,True,1.0,0.0,0.25,0.0,0.16666666666666669,0.0
3,True,1.0,1.0,0.25,0.25,0.15384615384615383,0.15384615384615383
1,False,1.0,1.0,0.25,0.25,0.18181818181818182,0.18181818181818182
2,True,1.0,1.0,1.0,1.0,0.16666666666666669,0.33333333333333337
1,False,0.0,0.0,0.0,0.0,0.0,0.0
7,True,1.0,1.0,0.25,0.2,0.3529411764705882,0.47058823529411764
12,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.0909090909090909,0.1818181818181818
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
14,True,1.0,1.0,0.25,0.25,0.16666666666666666,0.16666666666666666
1,False,0.0,0.0,0.0,0.0,0.0,0.0
39,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
10,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
7,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,1.0,0.0,0.1111111111111111,0.0,0.18181818181818182
2,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,1.0,0.0,0.1111111111111111,0.0,0.18181818181818182
2,True,0.0,0.0,0.0,0.0,0.0,0.0
66,True,1.0,0.0,0.1,0.0,0.026315789473684213,0.0
53,True,1.0,1.0,1.0,1.0,0.1904761904761905,0.3174603174603175
2,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
14,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
8,True,1.0,1.0,0.25,0.14285714285714285,0.11111111111111112,0.11111111111111112
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
13,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
33,True,1.0,1.0,1.0,1.0,0.4651162790697675,0.4651162790697675
9,True,1.0,1.0,0.5,0.5,0.10526315789473685,0.2105263157894737
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,1.0,1.0,0.16666666666666669,0.33333333333333337
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
40,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
7,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.5,0.5,0.18181818181818182,0.18181818181818182
16,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.23076923076923075,0.3076923076923077
22,True,1.0,1.0,0.5,0.5,0.4375,0.5625000000000001
2,True,1.0,1.0,0.1,0.1,0.16666666666666669,0.16666666666666669
7,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
11,True,0.0,0.0,0.0,0.0,0.0,0.0
4,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,1.0,1.0,0.25,0.2,0.15384615384615383,0.15384615384615383
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
9,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,1.0,1.0,1.0,1.0,0.4615384615384615,0.4615384615384615
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
36,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.5,0.5,0.18181818181818182,0.18181818181818182
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
5,True,1.0,0.0,0.125,0.0,0.13333333333333333,0.0
2,True,1.0,1.0,1.0,1.0,0.16666666666666669,0.33333333333333337
1,False,0.0,0.0,0.0,0.0,0.0,0.0
32,True,0.0,0.0,0.0,0.0,0.0,0.0
7,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
7,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.18181818181818182
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,1.0,0.0,0.16666666666666666,0.0,0.18181818181818182
3,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.15384615384615383,0.30769230769230765
1,False,1.0,1.0,0.5,0.5,0.18181818181818182,0.18181818181818182
1,False,0.0,0.0,0.0,0.0,0.0,0.0
4,True,1.0,0.0,0.25,0.0,0.28571428571428575,0.0
2,True,1.0,1.0,0.5,0.5,0.16666666666666669,0.16666666666666669
15,True,1.0,1.0,0.1,0.16666666666666666,0.08,0.16
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
10,True,0.0,0.0,0.0,0.0,0.0,0.0
11,True,1.0,1.0,1.0,1.0,0.9523809523809523,0.9523809523809523
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
57,True,1.0,1.0,1.0,1.0,0.05970149253731343,0.08955223880597013
2,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,1.0,0.0,0.16666666666666666,0.0,0.18181818181818182
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
11,True,0.0,0.0,0.0,0.0,0.0,0.0
6,True,1.0,1.0,1.0,1.0,0.125,0.125
1,False,1.0,1.0,0.16666666666666666,0.14285714285714285,0.18181818181818182,0.18181818181818182
14,True,0.0,0.0,0.0,0.0,0.0,0.0
4,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
14,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,0.2,0.16666666666666666,0.16666666666666669,0.33333333333333337
1,False,0.0,0.0,0.0,0.0,0.0,0.0
4,True,1.0,1.0,0.25,0.14285714285714285,0.28571428571428575,0.28571428571428575
2,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.5,0.5,0.18181818181818182,0.18181818181818182
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
5,True,0.0,0.0,0.0,0.0,0.0,0.0
32,True,1.0,0.0,0.125,0.0,0.047619047619047616,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
4,True,0.0,0.0,0.0,0.0,0.0,0.0
57,True,1.0,1.0,1.0,1.0,0.23880597014925373,0.23880597014925373
16,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,0.2,0.16666666666666666,0.16666666666666669,0.33333333333333337
7,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.23529411764705882,0.3529411764705882
3,True,0.0,0.0,0.0,0.0,0.0,0.0
4,True,0.0,0.0,0.0,0.0,0.0,0.0
33,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.13953488372093023,0.13953488372093023
2,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337
16,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.18181818181818182
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
53,True,1.0,1.0,1.0,1.0,0.1904761904761905,0.3174603174603175
57,True,1.0,1.0,1.0,1.0,0.14925373134328357,0.17910447761194026
5,True,1.0,1.0,0.5,0.5,0.26666666666666666,0.5333333333333333
3,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
3,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.1111111111111111,0.1111111111111111,0.18181818181818182,0.18181818181818182
7,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.11764705882352941,0.11764705882352941
33,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,1.0,1.0,0.25,0.25,0.4615384615384615,0.4615384615384615
3,True,1.0,1.0,1.0,1.0,0.30769230769230765,0.30769230769230765
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
1,False,0.0,0.0,0.0,0.0,0.0,0.0
16,True,1.0,1.0,1.0,1.0,0.3076923076923077,0.5384615384615384
2,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
4,True,1.0,1.0,0.5,0.5,0.14285714285714288,0.28571428571428575
1,False,0.0,0.0,0.0,0.0,0.0,0.0
8,True,1.0,1.0,0.125,0.125,0.11111111111111112,0.11111111111111112
2,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
10,True,1.0,1.0,0.14285714285714285,0.125,0.10000000000000002,0.10000000000000002
31,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,1.0,1.0,1.0,1.0,0.15384615384615383,0.30769230769230765
3,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
2,True,0.0,0.0,0.0,0.0,0.0,0.0
16,True,1.0,1.0,0.5,0.5,0.07692307692307693,0.23076923076923075
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.15384615384615383,0.30769230769230765
2,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,1.0,1.0,1.0,1.0,0.15384615384615383,0.30769230769230765
12,True,1.0,0.0,0.16666666666666666,0.0,0.0909090909090909,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,0.0,0.1,0.0,0.18181818181818182,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,1.0,0.0,0.14285714285714285,0.0,0.16666666666666669
1,False,0.0,1.0,0.0,0.2,0.0,0.18181818181818182
74,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
4,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,0.25,0.25,0.16666666666666669,0.33333333333333337
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
2,True,1.0,1.0,1.0,1.0,0.16666666666666669,0.16666666666666669
2,True,0.0,0.0,0.0,0.0,0.0,0.0
10,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.20000000000000004,0.20000000000000004
13,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666669,0.33333333333333337
3,True,1.0,1.0,1.0,1.0,0.30769230769230765,0.4615384615384615
2,True,1.0,1.0,1.0,1.0,0.33333333333333337,0.33333333333333337
1,False,0.0,0.0,0.0,0.0,0.0,0.0
4,True,0.0,0.0,0.0,0.0,0.0,0.0
28,True,0.0,0.0,0.0,0.0,0.0,0.0
7,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.14285714285714285,0.125,0.18181818181818182,0.18181818181818182
16,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.18181818181818182
3,True,0.0,0.0,0.0,0.0,0.0,0.0
61,True,0.0,0.0,0.0,0.0,0.0,0.0
4,True,1.0,1.0,0.25,0.16666666666666666,0.28571428571428575,0.14285714285714288
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
35,True,0.0,0.0,0.0,0.0,0.0,0.0
11,True,1.0,0.0,0.16666666666666666,0.0,0.1904761904761905,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
16,True,1.0,1.0,1.0,1.0,0.23076923076923075,0.5384615384615384
1,False,0.0,0.0,0.0,0.0,0.0,0.0
7,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.18181818181818182
11,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
16,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,1.0,0.0,0.16666666666666666,0.0,0.16666666666666669
3,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.5,0.5,0.18181818181818182,0.18181818181818182
4,True,1.0,1.0,1.0,1.0,0.28571428571428575,0.28571428571428575
1,False,1.0,1.0,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.18181818181818182
2,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,1.0,1.0,0.16666666666666669,0.16666666666666669
6,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.1111111111111111,0.1111111111111111,0.18181818181818182,0.18181818181818182
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
3,True,1.0,0.0,0.14285714285714285,0.0,0.15384615384615383,0.0
6,True,0.0,0.0,0.0,0.0,0.0,0.0
57,True,1.0,1.0,1.0,1.0,0.26865671641791045,0.26865671641791045
1,False,0.0,0.0,0.0,0.0,0.0,0.0
14,True,1.0,1.0,0.25,0.25,0.16666666666666666,0.16666666666666666
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,1.0,0.0,0.14285714285714285,0.0,0.18181818181818182
14,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
22,True,0.0,1.0,0.0,0.2,0.0,0.06250000000000001
74,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,1.0,1.0,0.16666666666666669,0.33333333333333337
3,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
11,True,1.0,1.0,0.5,0.5,0.09523809523809525,0.28571428571428564
5,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,1.0,1.0,0.16666666666666669,0.16666666666666669
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.18181818181818182
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
57,True,1.0,1.0,1.0,1.0,0.29850746268656714,0.29850746268656714
2,True,1.0,1.0,0.1111111111111111,0.25,0.16666666666666669,0.16666666666666669
5,True,1.0,1.0,0.5,0.5,0.26666666666666666,0.5333333333333333
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
5,True,0.0,0.0,0.0,0.0,0.0,0.0
12,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
7,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
8,True,1.0,1.0,0.25,0.14285714285714285,0.11111111111111112,0.11111111111111112
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,1.0,1.0,0.16666666666666669,0.33333333333333337
1,False,1.0,1.0,0.3333333333333333,0.3333333333333333,0.18181818181818182,0.18181818181818182
3,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,1.0,1.0,1.0,1.0,0.15384615384615383,0.30769230769230765
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
6,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
16,True,1.0,1.0,0.16666666666666666,0.14285714285714285,0.23076923076923075,0.23076923076923075
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
33,True,1.0,1.0,1.0,1.0,0.27906976744186046,0.27906976744186046
1,False,1.0,1.0,0.5,0.5,0.18181818181818182,0.18181818181818182
16,True,1.0,1.0,1.0,1.0,0.3076923076923077,0.4615384615384615
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.5,0.5,0.18181818181818182,0.18181818181818182
3,True,1.0,1.0,0.2,0.1111111111111111,0.30769230769230765,0.30769230769230765
5,True,1.0,1.0,0.14285714285714285,0.14285714285714285,0.13333333333333333,0.13333333333333333
2,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666669,0.33333333333333337
2,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666669,0.16666666666666669
3,True,1.0,1.0,1.0,1.0,0.15384615384615383,0.15384615384615383
2,True,1.0,1.0,0.5,0.5,0.16666666666666669,0.33333333333333337
10,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.30769230769230765,0.4615384615384615
1,False,0.0,1.0,0.0,0.1111111111111111,0.0,0.18181818181818182
1,False,0.0,0.0,0.0,0.0,0.0,0.0
12,True,1.0,1.0,0.2,0.25,0.2727272727272727,0.2727272727272727
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
3,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,0.5,0.5,0.16666666666666669,0.16666666666666669
1,False,0.0,0.0,0.0,0.0,0.0,0.0
6,True,1.0,1.0,1.0,1.0,0.125,0.25
1,False,0.0,0.0,0.0,0.0,0.0,0.0
7,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
7,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.1111111111111111,0.1111111111111111,0.18181818181818182,0.18181818181818182
57,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.11940298507462686,0.11940298507462686
1,False,1.0,1.0,0.16666666666666666,0.25,0.18181818181818182,0.18181818181818182
3,True,0.0,0.0,0.0,0.0,0.0,0.0
5,True,1.0,1.0,1.0,1.0,0.13333333333333333,0.13333333333333333
2,True,0.0,0.0,0.0,0.0,0.0,0.0
25,True,1.0,1.0,1.0,1.0,0.05714285714285714,0.11428571428571428
2,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
5,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5333333333333333,0.5333333333333333
1,False,0.0,1.0,0.0,0.14285714285714285,0.0,0.18181818181818182
3,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
57,True,1.0,1.0,1.0,1.0,0.208955223880597,0.208955223880597
8,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.5,0.5,0.18181818181818182,0.18181818181818182
1,False,0.0,1.0,0.0,0.14285714285714285,0.0,0.18181818181818182
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
8,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
5,True,1.0,0.0,0.1111111111111111,0.0,0.13333333333333333,0.0
8,True,1.0,1.0,0.2,0.14285714285714285,0.11111111111111112,0.11111111111111112
1,False,0.0,0.0,0.0,0.0,0.0,0.0
51,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
2,True,1.0,1.0,0.14285714285714285,0.14285714285714285,0.16666666666666669,0.16666666666666669
3,True,1.0,1.0,0.25,0.125,0.15384615384615383,0.15384615384615383
3,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.15384615384615383,0.30769230769230765
3,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,0.16666666666666666,0.1111111111111111,0.16666666666666669,0.16666666666666669
2,True,1.0,1.0,0.1111111111111111,0.25,0.16666666666666669,0.16666666666666669
12,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.5,0.5,0.18181818181818182,0.18181818181818182
15,True,0.0,0.0,0.0,0.0,0.0,0.0
6,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.125,0.1,0.18181818181818182,0.18181818181818182
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.5,0.5,0.18181818181818182,0.18181818181818182
2,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,1.0,1.0,1.0,1.0,0.30769230769230765,0.4615384615384615
1,False,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,0.5,0.5,0.18181818181818182,0.18181818181818182
2,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
3,True,1.0,1.0,0.5,0.5,0.4615384615384615,0.4615384615384615
3,True,0.0,0.0,0.0,0.0,0.0,0.0
40,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,0.1,0.1,0.16666666666666669,0.16666666666666669
7,True,0.0,0.0,0.0,0.0,0.0,0.0
9,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,1.0,1.0,0.16666666666666669,0.16666666666666669
2,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,1.0,1.0,1.0,1.0,0.15384615384615383,0.15384615384615383
2,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
4,True,1.0,1.0,0.5,0.5,0.28571428571428575,0.28571428571428575
3,True,0.0,0.0,0.0,0.0,0.0,0.0
27,True,1.0,0.0,0.125,0.0,0.05405405405405406,0.0
11,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
4,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.28571428571428575,0.28571428571428575
3,True,0.0,0.0,0.0,0.0,0.0,0.0
4,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
2,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.33333333333333337,0.33333333333333337
1,False,1.0,1.0,0.5,0.5,0.18181818181818182,0.18181818181818182
4,True,1.0,1.0,0.125,0.2,0.14285714285714288,0.28571428571428575
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
3,True,0.0,0.0,0.0,0.0,0.0,0.0
4,True,0.0,0.0,0.0,0.0,0.0,0.0
4,True,1.0,1.0,0.5,0.5,0.28571428571428575,0.28571428571428575
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
2,True,1.0,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666669,0.16666666666666669
3,True,1.0,1.0,0.5,0.5,0.30769230769230765,0.30769230769230765
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
1,False,0.0,0.0,0.0,0.0,0.0,0.0
3,True,0.0,0.0,0.0,0.0,0.0,0.0
3,True,1.0,1.0,0.2,0.2,0.15384615384615383,0.4615384615384615
2,True,0.0,0.0,0.0,0.0,0.0,0.0
4,True,0.0,0.0,0.0,0.0,0.0,0.0
4,True,0.0,0.0,0.0,0.0,0.0,0.0
57,True,0.0,0.0,0.0,0.0,0.0,0.0
1,False,0.0,0.0,0.0,0.0,0.0,0.0
1,False,1.0,1.0,1.0,1.0,0.18181818181818182,0.18181818181818182
