label,k1,b,HR,MRR,F1
sans_finetuning,1.5,0.75,0.3972911963882618,0.22446343473431513,0.08386330701118237
avec_finetuning,1.0,0.6,0.3927765237020316,0.22656804256691382,0.08202402075919865
