hr,mrr,f1
1.0,0.5,0.4615384615384615
0.0,0.0,0.0
1.0,0.3333333333333333,0.15384615384615383
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.14285714285714285,0.15384615384615383
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.1,0.16666666666666669
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.14285714285714285,0.2105263157894737
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
1.0,1.0,0.25
1.0,0.2,0.18181818181818182
1.0,0.16666666666666666,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.5,0.12500000000000003
0.0,0.0,0.0
1.0,1.0,0.3076923076923077
1.0,1.0,0.17910447761194026
1.0,0.3333333333333333,0.18181818181818182
0.0,0.0,0.0
1.0,0.25,0.15384615384615383
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.5,0.3255813953488372
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
1.0,0.1111111111111111,0.14285714285714288
1.0,0.5,0.16666666666666669
0.0,0.0,0.0
1.0,1.0,0.15384615384615383
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.28571428571428575
1.0,0.3333333333333333,0.18181818181818182
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
1.0,0.25,0.26666666666666666
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.5,0.18181818181818182
1.0,0.25,0.05970149253731343
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.2,0.16666666666666669
1.0,1.0,0.18181818181818182
1.0,0.1,0.16666666666666669
0.0,0.0,0.0
1.0,0.25,0.15384615384615383
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.15384615384615383
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.14285714285714285,0.08
0.0,0.0,0.0
1.0,0.3333333333333333,0.18181818181818182
1.0,1.0,0.33333333333333337
0.0,0.0,0.0
1.0,0.3333333333333333,0.125
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.33333333333333337
1.0,0.3333333333333333,0.029850746268656716
0.0,0.0,0.0
1.0,1.0,0.16666666666666669
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.1,0.10526315789473685
0.0,0.0,0.0
1.0,0.14285714285714285,0.15384615384615383
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.2,0.08955223880597013
1.0,0.3333333333333333,0.33333333333333337
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.28571428571428575
1.0,1.0,0.33333333333333337
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.30769230769230765
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.2,0.11764705882352941
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.02173913043478261
1.0,0.5,0.18181818181818182
1.0,1.0,0.18181818181818182
1.0,0.1,0.10526315789473685
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.5,0.18181818181818182
1.0,1.0,0.18181818181818182
1.0,0.16666666666666666,0.16666666666666669
0.0,0.0,0.0
1.0,0.5,0.15384615384615383
1.0,0.2,0.18181818181818182
1.0,1.0,0.16666666666666669
0.0,0.0,0.0
1.0,0.2,0.3529411764705882
1.0,1.0,0.0909090909090909
1.0,1.0,0.18181818181818182
1.0,1.0,0.16666666666666666
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.1904761904761905
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.125,0.11111111111111112
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.41860465116279066
1.0,0.5,0.10526315789473685
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.33333333333333337
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
1.0,0.5,0.15384615384615385
1.0,0.5,0.4375
1.0,0.1,0.16666666666666669
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.2,0.15384615384615383
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.30769230769230765
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.14285714285714285,0.13333333333333333
1.0,1.0,0.33333333333333337
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.15384615384615383
1.0,0.5,0.18181818181818182
0.0,0.0,0.0
1.0,0.5,0.28571428571428575
1.0,0.3333333333333333,0.16666666666666669
1.0,0.125,0.08
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
1.0,1.0,0.8571428571428572
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.08955223880597013
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.125
1.0,0.25,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.14285714285714285,0.16666666666666669
0.0,0.0,0.0
1.0,0.5,0.28571428571428575
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.1,0.047619047619047616
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.23880597014925373
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.16666666666666666,0.16666666666666669
1.0,0.3333333333333333,0.11764705882352941
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.04651162790697675
1.0,0.3333333333333333,0.33333333333333337
0.0,0.0,0.0
1.0,0.3333333333333333,0.18181818181818182
1.0,1.0,0.18181818181818182
1.0,1.0,0.1904761904761905
1.0,1.0,0.11940298507462686
1.0,0.3333333333333333,0.26666666666666666
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
1.0,0.125,0.18181818181818182
1.0,0.5,0.11764705882352941
0.0,0.0,0.0
1.0,0.16666666666666666,0.4615384615384615
1.0,1.0,0.30769230769230765
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
1.0,1.0,0.23076923076923075
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.4285714285714285
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.2,0.10000000000000002
0.0,0.0,0.0
1.0,1.0,0.15384615384615383
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
1.0,1.0,0.07692307692307693
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.15384615384615383
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.15384615384615383
1.0,0.25,0.0909090909090909
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.125,0.18181818181818182
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.2,0.16666666666666669
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
1.0,0.5,0.16666666666666669
0.0,0.0,0.0
1.0,0.3333333333333333,0.10000000000000002
0.0,0.0,0.0
1.0,0.25,0.16666666666666669
1.0,0.5,0.30769230769230765
1.0,1.0,0.33333333333333337
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.16666666666666666,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.28571428571428575
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.25,0.09523809523809525
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.23076923076923075
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.5,0.18181818181818182
1.0,1.0,0.28571428571428575
1.0,0.3333333333333333,0.18181818181818182
0.0,0.0,0.0
1.0,1.0,0.16666666666666669
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.14285714285714285,0.18181818181818182
1.0,1.0,0.18181818181818182
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.26865671641791045
0.0,0.0,0.0
1.0,1.0,0.16666666666666666
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.16666666666666669
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.2,0.1904761904761905
0.0,0.0,0.0
1.0,1.0,0.16666666666666669
1.0,0.125,0.18181818181818182
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.29850746268656714
1.0,0.25,0.16666666666666669
1.0,0.3333333333333333,0.26666666666666666
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.125,0.11111111111111112
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.16666666666666669
1.0,0.5,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.15384615384615383
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.5,0.23076923076923075
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.5,0.3255813953488372
1.0,0.5,0.18181818181818182
1.0,1.0,0.23076923076923075
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.5,0.18181818181818182
1.0,0.3333333333333333,0.30769230769230765
1.0,0.25,0.13333333333333333
0.0,0.0,0.0
1.0,0.3333333333333333,0.33333333333333337
1.0,0.3333333333333333,0.16666666666666669
1.0,1.0,0.15384615384615383
1.0,0.5,0.16666666666666669
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.25,0.30769230769230765
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.25,0.1818181818181818
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
1.0,0.5,0.16666666666666669
0.0,0.0,0.0
1.0,1.0,0.25
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.125,0.18181818181818182
1.0,0.3333333333333333,0.029850746268656716
1.0,0.5,0.18181818181818182
0.0,0.0,0.0
1.0,1.0,0.13333333333333333
0.0,0.0,0.0
1.0,1.0,0.05714285714285714
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.2,0.5333333333333333
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.17910447761194026
0.0,0.0,0.0
1.0,0.25,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.2,0.11111111111111112
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
1.0,0.125,0.16666666666666669
1.0,0.16666666666666666,0.15384615384615383
1.0,0.25,0.30769230769230765
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.16666666666666669
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.30769230769230765
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.5,0.18181818181818182
1.0,0.16666666666666666,0.16666666666666669
1.0,1.0,0.18181818181818182
1.0,0.5,0.4615384615384615
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.1,0.16666666666666669
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.16666666666666669
0.0,0.0,0.0
1.0,0.3333333333333333,0.15384615384615383
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.5,0.28571428571428575
0.0,0.0,0.0
1.0,0.1,0.05405405405405406
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.5,0.28571428571428575
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.18181818181818182
1.0,1.0,0.18181818181818182
1.0,0.5,0.33333333333333337
1.0,1.0,0.18181818181818182
1.0,0.16666666666666666,0.14285714285714288
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.5,0.28571428571428575
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.16666666666666669
1.0,0.5,0.15384615384615383
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.16666666666666666,0.15384615384615383
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.1111111111111111,0.18181818181818182
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.5,0.28571428571428575
0.0,0.0,0.0
1.0,0.125,0.23529411764705882
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.33333333333333337
1.0,0.1,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.125,0.14285714285714288
0.0,0.0,0.0
1.0,1.0,0.25
1.0,1.0,0.18181818181818182
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.33333333333333337
0.0,0.0,0.0
1.0,1.0,0.28571428571428575
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.3333333333333333,0.05555555555555555
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
1.0,1.0,0.26865671641791045
0.0,0.0,0.0
1.0,1.0,0.15384615384615383
1.0,0.25,0.22222222222222224
0.0,0.0,0.0
0.0,0.0,0.0
1.0,0.16666666666666666,0.18181818181818182
1.0,0.2,0.03883495145631068
